OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000162,Central Name,Central Name 2,Ashley Mechanical - Cooling Tower Replacement for Court House,2018-01-22 00:00:00,2018-10-31 00:00:00,169543.0000
"1490-DPW Eng DPW,Engineering",2018-00000171,Central Name,Central Name 2,Hudson Valley Appraisal - Easements Frost Valley S Turn Project,2018-01-29 00:00:00,2018-03-16 00:00:00,3200.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000148,Central Name,Central Name 2,"Luzon - Clean, Dispose & Decommission (6) Fuel Tanks",2018-01-29 00:00:00,2018-04-30 00:00:00,4800.0000
"1680-OBS Information Services,Office of Business Services",2018-00000138,Central Name,Central Name 2,Conduent - ACS 20/20 Software Maintenence,2018-01-29 00:00:00,2019-01-28 00:00:00,69000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000173,Central Name,Central Name 2,Barone - Construction Manager Restorative Justice Center,2018-01-30 00:00:00,2019-10-31 00:00:00,125000.0870
"5630-ARP UCAT,ARP",2018-00000117,Central Name,Central Name 2,Vehicle Technical - In-Plant Bus Inspection Services ,2018-02-01 00:00:00,2018-05-01 00:00:00,2400.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B14-13H,Central Name,Central Name 2,KoscoHeritage - Heating Fuel,2018-02-01 00:00:00,2018-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B14-13J,Central Name,Central Name 2,KoscoHeritage - Diesel Fuel,2018-02-01 00:00:00,2018-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B14-13K,Central Name,Central Name 2,Paraco Gas - Propane,2018-02-01 00:00:00,2018-06-30 00:00:00,0.0000
"6010-DSS Services DSS,DSS Services",2018-00000069,Central Name,Central Name 2,Cormier - FCAC Client Advocate,2018-02-01 00:00:00,2019-01-31 00:00:00,30000.0033
"6010-DSS Services DSS,DSS Services",2018-00000070,Central Name,Central Name 2,Fischer Security - FCAC Alarm Monitoring & Maintenance,2018-02-01 00:00:00,2019-01-31 00:00:00,2000.0000
"6410-DSS Services Tourism,DSS Services",2018-00000155,Central Name,Central Name 2,"Luminary Media - Design, Print & Delivery of Dining Guide",2018-02-01 00:00:00,2019-01-31 00:00:00,14750.0000
"6010-DSS Services DSS,DSS Services",2018-00000075,Central Name,Central Name 2,UC District Attorney - FCAC Law Enforcement Coordinator,2018-02-01 00:00:00,2019-01-31 00:00:00,75000.0133
"6010-DSS Services DSS,DSS Services",2018-00000073,Central Name,Central Name 2,MSM Services - FCAC Snow Removal & Lawn Maintenance,2018-02-01 00:00:00,2019-01-31 00:00:00,6960.0000
"6010-DSS Services DSS,DSS Services",2018-00000071,Central Name,Central Name 2,Institute for Family Health - FCAC Medical Consultant,2018-02-01 00:00:00,2019-01-31 00:00:00,6000.0300
"6010-DSS Services DSS,DSS Services",2018-00000074,Central Name,Central Name 2,Rodriguez - FCAC Client Advocate,2018-02-01 00:00:00,2019-01-31 00:00:00,21000.0029
"6010-DSS Services DSS,DSS Services",2018-00000066,Central Name,Central Name 2,Aguanno - FCAC Crisis/Trauma Specialist,2018-02-01 00:00:00,2019-01-31 00:00:00,6500.0078
"6010-DSS Services DSS,DSS Services",2018-00000067,Central Name,Central Name 2,Aguanno - FCAC Community Outreach & Training Services,2018-02-01 00:00:00,2019-01-31 00:00:00,21400.0033
"6010-DSS Services DSS,DSS Services",2018-00000068,Central Name,Central Name 2,Carlson - FCAC Director,2018-02-01 00:00:00,2019-01-31 00:00:00,42000.0800
"6010-DSS Services DSS,DSS Services",2018-00000072,Central Name,Central Name 2,Meyer - FCAC Forensic Child Abuse Exams ,2018-02-01 00:00:00,2019-01-31 00:00:00,10060.0600
"6010-DSS Admin DSS,DSS Administration",2018-00000065,Central Name,Central Name 2,REVENUE: NYS OCFS - Child Advocacy Center MDT Program ,2018-02-01 00:00:00,2023-01-31 00:00:00,1023852.0000
"6772-DSS Services Office for the Aging,DSS Services",2018-00000156,Central Name,Central Name 2,CANCELLED Painted Love - Ancillary Services,2018-02-02 00:00:00,2019-03-31 00:00:00,20000.0000
"8020-DSS Services Planning,DSS Services",2018-00000542,Central Name,Central Name 2,Pattern for Progress - Rail Trail Economic Report,2018-02-02 00:00:00,2018-12-31 00:00:00,9000.0000
"1490-DPW Adm DPW,DPW Administration",2018-00000170,Central Name,Central Name 2,CANCELLED Barone Construction Group - Constr. Mgmt.,2018-02-05 00:00:00,2018-11-30 00:00:00,0.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000398,Central Name,Central Name 2,CANCELLED Trinity - Maintenance on LPR Trailer ,2018-02-08 00:00:00,2019-02-08 00:00:00,2000.0000
"8020-DSS Services Planning,DSS Services",2018-00000190,Central Name,Central Name 2,Seeler - PLA Due Diligence (DDIS) Ashokan Rail Trail,2018-02-12 00:00:00,2018-12-31 00:00:00,21000.0300
"8020-OBS Planning,Office of Business Services",2018-00000161-1,Central Name,Central Name 2,Chmura - JobsEQ Subscritpion Agreement - Economic Dev,2018-02-15 00:00:00,2019-02-14 00:00:00,8627.5000
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000161,Central Name,Central Name 2,Chmura - JobsEQ Subscritpion Agreement - OET,2018-02-15 00:00:00,2021-02-14 00:00:00,17645.1500
"1165-ARP District Attorney,ARP",2018-00000206,Central Name,Central Name 2,Chrysler/CCAP - Auto Lease 2018 Jeep Cherokee VIN# 1508 (DA),2018-02-28 00:00:00,2021-01-28 00:00:00,12226.2503
"1420-Central Svc County Attorney,Central Services",2018-00000216,Central Name,Central Name 2,Title Service - Title Services fir South Chodikee Lake Road,2018-03-01 00:00:00,2019-02-28 00:00:00,3000.0000
"1680-OBS Information Services,Office of Business Services",2018-00000194,Central Name,Central Name 2,Central Hudson - Lease for Pole Attachments (fixed cameras),2018-03-01 00:00:00,2023-02-28 00:00:00,1850.7500
"4010-Env Health Health,Environmental Health Services",2018-00000096,Central Name,Central Name 2,UC SPCA - Spay and Neuter Services for Feral Cats,2018-03-01 00:00:00,2019-02-28 00:00:00,15000.0074
"4310-Health Adm Mental Health,Health Administration",2018-00000205,Central Name,Central Name 2,Mental Health - SPEAK App Update ,2018-03-01 00:00:00,2018-06-30 00:00:00,500.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000224,Central Name,Central Name 2,Hudson Valley Appraisal - Appraisals 2-4 South Chodikee Lake Rd,2018-03-01 00:00:00,2019-02-28 00:00:00,750.0000
"6010-DSS Services DSS,DSS Services",2018-00000286,Central Name,Central Name 2,O'Keeffe - Preschool Special Education Services,2018-03-01 00:00:00,2019-06-30 00:00:00,0.0300
"6010-DSS Services DSS,DSS Services",2018-00000288,Central Name,Central Name 2,Ulrich - Preschool Special Education,2018-03-01 00:00:00,2019-06-30 00:00:00,0.0300
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000268,Central Name,Central Name 2,Eastern - UCLEC & UCAT HVAC Controls Maintenance,2018-03-01 00:00:00,2020-12-31 00:00:00,77951.1000
"6010-DSS Services DSS,DSS Services",2018-00000287,Central Name,Central Name 2,Agnello - Preschool Special Education Services,2018-03-01 00:00:00,2019-06-30 00:00:00,0.0300
"4310-Health Adm Mental Health,Health Administration",2018-00000364,Central Name,Central Name 2,Voice Theatre - Anti-bullying Program,2018-03-01 00:00:00,2018-05-31 00:00:00,3000.0000
"6010-DSS Services DSS,DSS Services",2018-00000223,Central Name,Central Name 2,Parent - Celebrating Families Coordinator,2018-03-01 00:00:00,2019-01-31 00:00:00,4575.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-012,Central Name,Central Name 2,WB - Copy Paper 2018,2018-03-01 00:00:00,2020-02-29 00:00:00,32154.0927
"1170-ARP Public Defender,ARP",2018-00000135,Central Name,Central Name 2,West Publishing - CLEAR Investigations Advanced (PD),2018-03-01 00:00:00,2021-02-28 00:00:00,11046.3600
"8020-DSS Services Planning,DSS Services",2018-00000163,Central Name,Central Name 2,Colarusso - Construction Hudson Valley RailTrail W PIN #8761.21 ,2018-03-01 00:00:00,2018-11-09 00:00:00,1418696.0000
"6010-DSS Services DSS,DSS Services",2018-00000213,Central Name,Central Name 2,Resource Center (RCAL) - Representative Payee ,2018-03-01 00:00:00,2019-02-28 00:00:00,39600.0000
"1420-Central Svc County Attorney,Central Services",2018-00000285,Central Name,Central Name 2,McNamee Lochner - Bankruptcy Services,2018-03-01 00:00:00,2020-04-30 00:00:00,49000.0200
"8020-DSS Services Planning,DSS Services",2018-00000164,Central Name,Central Name 2,Found Design - Signage & Wayfinding Plan - Kingston,2018-03-01 00:00:00,2019-12-31 00:00:00,63500.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000212,Central Name,Central Name 2,Hawkeye - UCCC Burroughs/Hardenburgh Infra-Red Roof Scans ,2018-03-05 00:00:00,2018-05-31 00:00:00,3250.0000
"5630-ARP UCAT,ARP",2018-00000136,Central Name,Central Name 2,NAS Security Systems - Security System Installation UCAT,2018-03-15 00:00:00,2018-05-31 00:00:00,9840.0000
"5630-ARP UCAT,ARP",2018-00000531,Central Name,Central Name 2,Interclean - Bus Wash System Installation at UCAT,2018-03-15 00:00:00,2020-03-31 00:00:00,43500.0000
"8090-OBS Environment,Office of Business Services",2018-00000317,Central Name,Central Name 2,REVENUE: NYS DEC - Climate Change Adaptation Planning Grant,2018-03-15 00:00:00,2023-03-14 00:00:00,84000.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000292,Central Name,Central Name 2,REVENUE: Wallkill Central Schools - Polling Site Agreement,2018-03-16 00:00:00,2018-06-19 00:00:00,0.0000
"1310-RPTSA Finance,Real Property Tax Service Agency",2018-00000230,Central Name,Central Name 2,Bear Cloud - Short Term Rental Monitoring Software Services,2018-03-16 00:00:00,2020-03-15 00:00:00,50000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",1980-00000049,Central Name,Central Name 2,CANCELLED Neoplanta Restoration - Asbestos Abatement Restorative,2018-03-19 00:00:00,2018-05-31 00:00:00,31000.0400
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000228,Central Name,Central Name 2,Neoplanta - Asbestos Abatement Restorative Justice Center,2018-03-19 00:00:00,2018-05-31 00:00:00,35420.0300
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000405,Central Name,Central Name 2,Labella - Feasability Study to Relocate EM 911 to UCLEC Rotunda,2018-03-29 00:00:00,2019-12-31 00:00:00,18720.0000
"8090-OBS Environment,Office of Business Services",1980-00000050,Central Name,Central Name 2,CANCELLED REVENUE: NYSERDA - Clean Energy Communities Grant,2018-03-31 00:00:00,2020-09-30 00:00:00,250000.0000
"8090-OBS Environment,Office of Business Services",2018-00000221,Central Name,Central Name 2,REVENUE: NYSERDA - Clean Energy Communities Grant,2018-03-31 00:00:00,2020-09-30 00:00:00,250000.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",1980-00000048,Central Name,Central Name 2,CANCELLED Cranesville Block - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.1103
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005C,Central Name,Central Name 2,Callanan Monticello - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.2733
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005B,Central Name,Central Name 2,Callanan East Kingston - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.4704
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-007,Central Name,Central Name 2,Chemung - Steel Sheet Piling,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0117
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005J,Central Name,Central Name 2,Morton Salt - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0459
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005M,Central Name,Central Name 2,Peckham Catskill - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.3585
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005N,Central Name,Central Name 2,E Tetz & Sons Mongaup - Road Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0359
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005P,Central Name,Central Name 2,Tilcon Maybrook - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0761
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005Q,Central Name,Central Name 2,Wadler Brothers - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0460
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-008A,Central Name,Central Name 2,Amrex - Pool & Water Treatment Chemicals,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0366
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005F,Central Name,Central Name 2,Eastern Materials Jockey Hill - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0563
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005E,Central Name,Central Name 2,Cranesville Block - Road Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.1103
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005D,Central Name,Central Name 2,Colarusso - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0092
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005K,Central Name,Central Name 2,Mombaccus Accord - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.1219
"6410-DSS Services Tourism,DSS Services",2018-00000150,Central Name,Central Name 2,Henry Hudson - Distribution of UC Tourism Guides & Calendars ,2018-04-01 00:00:00,2020-03-31 00:00:00,8590.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-008C,Central Name,Central Name 2,Surpass - Pool & Water Treatment Chemicals,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0952
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-013B,Central Name,Central Name 2,Chemung - Steel Bridge Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0021
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000255,Central Name,Central Name 2,Safe-Lee-Done - Forklift & Bucket Truck Training Certification,2018-04-01 00:00:00,2018-12-31 00:00:00,3100.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-013A,Central Name,Central Name 2,US Bridge - Steel Bridge Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0029
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005L,Central Name,Central Name 2,Northeast Solite Mt Marion - Road Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0018
"1680-OBS Information Services,Office of Business Services",2018-00000133,Central Name,Central Name 2,Inmagic - DB/Text & WebPublisher PRO Software Maintenance Renew ,2018-04-01 00:00:00,2019-03-31 00:00:00,5306.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005H,Central Name,Central Name 2,Morlyn Asphalt Lake Wurts - Road Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.1638
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005G,Central Name,Central Name 2,JML Wurtsboro - Road Materials ,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0129
"6010-DSS Legal DSS,Legal",2018-00000211,Central Name,Central Name 2,Balzac - Legal Services DSS Outside Counsel,2018-04-01 00:00:00,2018-05-13 00:00:00,10000.0076
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-005A,Central Name,Central Name 2,209 Sand & Gravel - Road Materials,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0365
"6010-DSS Services DSS,DSS Services",2018-00000225,Central Name,Central Name 2,NYS Dept of Health - Early Intervention Provider NYSBEI,2018-04-01 00:00:00,2023-03-31 00:00:00,0.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000168,Central Name,Central Name 2,Peckham Road - Asphalt Overlay of County Roads,2018-04-01 00:00:00,2018-12-31 00:00:00,226484.2700
"6772-DSS Services Office for the Aging,DSS Services",2018-00000193,Central Name,Central Name 2,CANCEL Schaef- MIPPA Outreach and Assistance,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0000
"4010-Health Adm Health,Health Administration",2018-00000201,Central Name,Central Name 2,REVENUE: NYS DOH - Immunization Action Plan,2018-04-01 00:00:00,2023-03-31 00:00:00,448065.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-008B,Central Name,Central Name 2,CANCELLED Frey Technologies - Pool & Water Treatment Chemicals,2018-04-01 00:00:00,2019-03-31 00:00:00,0.0004
"6010-DSS Fin DSS,Finance",2018-00000263,Central Name,Central Name 2,Venesky - Consolidated Fiscal Reports (CFR) - DSS,2018-04-01 00:00:00,2019-03-31 00:00:00,27500.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000259,Central Name,Central Name 2,Chazen - Environmental Site Assess(ESA) New Paltz Rd Realignment,2018-04-01 00:00:00,2018-06-15 00:00:00,18580.7300
"4010-Env Health Health,Environmental Health Services",2018-00000366,Central Name,Central Name 2,REVENUE: NYS DOH - Tobacco Enforcement Program,2018-04-01 00:00:00,2023-03-31 00:00:00,318825.0000
"8090-OBS Environment,Office of Business Services",2018-00000187,Central Name,Central Name 2,Lime Energy - UCLEC LED Lighting Upgrade,2018-04-01 00:00:00,2018-10-31 00:00:00,209172.9700
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000514,Central Name,Central Name 2,Dutchess Tekcon - HVAC Maintenance UCLEC Liebert Units,2018-04-01 00:00:00,2020-03-31 00:00:00,6868.0400
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000146,Central Name,Central Name 2,PMC - Repair and Upgrade Mobile Command Post (Vehicle),2018-04-01 00:00:00,2019-06-30 00:00:00,95902.8100
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000291,Central Name,Central Name 2,CANCELLED Town & County Bridge - Replacement of Roadway Signage,2018-04-01 00:00:00,2020-03-31 00:00:00,268480.1100
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000257,Central Name,Central Name 2,Gorman Bros - Liquid Bituminous Material & Application,2018-04-01 00:00:00,2020-03-31 00:00:00,208676.3600
"6772-DSS Services Office for the Aging,DSS Services",2018-00000159,Central Name,Central Name 2,Resource Center (RCAL) - Ancillary Services,2018-04-01 00:00:00,2020-03-31 00:00:00,15000.0700
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000310,Central Name,Central Name 2,CT Male - Fire Training Center-SUNY Ulster Site Design Services ,2018-04-01 00:00:00,2020-07-31 00:00:00,51400.0000
"6010-DSS Fin DSS,Finance",2018-00000265,Central Name,Central Name 2,Drescher & Malecki - DSS CFR Compliance Review,2018-04-01 00:00:00,2019-10-31 00:00:00,25000.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000191,Central Name,Central Name 2,Colarusso - Pavement Milling / Planing Road Services,2018-04-01 00:00:00,2021-03-31 00:00:00,62378.0400
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000167,Central Name,Central Name 2,Callanan - In-Place Asphalt Paving of County Roads,2018-04-01 00:00:00,2021-03-31 00:00:00,2364847.4869
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000169,Central Name,Central Name 2,Peckham Road - Reclamation of County Roads,2018-04-01 00:00:00,2021-03-31 00:00:00,270471.3700
"5630-ARP UCAT,ARP",2018-00000558,Central Name,Central Name 2,REVENUE: NYS DOT - Mass Transportation Capital Project Agreement,2018-04-01 00:00:00,2023-03-31 00:00:00,1969814.0000
"1170-ARP Public Defender,ARP",2018-00000546,Central Name,Central Name 2,REVENUE: NYS OILS - Statewide Expansion of Hurrell-Harring,2018-04-01 00:00:00,2023-03-31 00:00:00,9978825.2100
"3140-Jail Probation,Corrections",2018-00000557,Central Name,Central Name 2,REVENUE: NYS DCJS - Raise the Age,2018-04-01 00:00:00,2021-03-31 00:00:00,1531027.0000
"4010-Env Health Health,Environmental Health Services",2018-00000365,Central Name,Central Name 2,Zack Academy - Renovator Initial Course in Lead Safety,2018-04-01 00:00:00,2023-03-31 00:00:00,71540.0000
"5630-ARP UCAT,ARP",2018-00000559,Central Name,Central Name 2,REVENUE: NYS DOT - Mass Transportation Capital Project Agreement,2018-04-01 00:00:00,2023-03-31 00:00:00,1969814.0000
"4010-Health Adm Health,Health Administration",2018-00000215,Central Name,Central Name 2,Clear Channel - DOH LPPP & CLPPP Billboard Campaign,2018-04-02 00:00:00,2018-04-29 00:00:00,5890.0000
"8020-DSS Services Planning,DSS Services",2018-00000226,Central Name,Central Name 2,RUPCO -  Administering 2017 CDBG Homeownership ,2018-04-02 00:00:00,2019-12-13 00:00:00,444000.0000
"1410-Central Svc County Clerk,Central Services",2018-00000203,Central Name,Central Name 2,ASR - Maintenance for Kardveyor S80M (Serial #5138),2018-04-06 00:00:00,2019-04-05 00:00:00,790.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000277,Central Name,Central Name 2,REVENUE: Kingston City School - Polling Site Agreement,2018-04-06 00:00:00,2018-06-19 00:00:00,0.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000281,Central Name,Central Name 2,REVENUE: New Paltz Central - Polling Site Agreement,2018-04-06 00:00:00,2018-06-30 00:00:00,0.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000278,Central Name,Central Name 2,REVENUE: Ellenville Central School - Polling Service Agreement,2018-04-10 00:00:00,2018-06-30 00:00:00,0.0000
"8020-DSS Services Planning,DSS Services",2018-00000308,Central Name,Central Name 2,Northguild - Manufacturing Attraction Video,2018-04-10 00:00:00,2018-08-31 00:00:00,2500.0000
"6410-DSS Services Tourism,DSS Services",2018-00000084,Central Name,Central Name 2,Hudson Valley Tourism - 2018 Regional Commitment ,2018-04-15 00:00:00,2018-12-31 00:00:00,9500.0000
"6410-DSS Services Tourism,DSS Services",2018-00000083,Central Name,Central Name 2,Catskill Association - Regional Advertising Services ,2018-04-15 00:00:00,2018-12-31 00:00:00,40000.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000283,Central Name,Central Name 2,REVENUE: Rondout Valley Central - Polling Site Agreement,2018-04-16 00:00:00,2018-06-30 00:00:00,0.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000280,Central Name,Central Name 2,REVENUE: Highland Central - Polling Site Agreement,2018-04-17 00:00:00,2018-06-30 00:00:00,0.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000289,Central Name,Central Name 2,REVENUE: Saugerties Central School - Polling Site Agreement,2018-04-18 00:00:00,2018-06-19 00:00:00,0.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000299,Central Name,Central Name 2,REVENUE: Onteora Central - Polling Site Agreement,2018-04-19 00:00:00,2018-06-19 00:00:00,0.0000
"1680-OBS Information Services,Office of Business Services",2018-00000217-1,Central Name,Central Name 2,NEMO-Q - Maintenance on Computerized Queuing System for DMV - IS,2018-04-24 00:00:00,2021-04-23 00:00:00,9288.0000
"1410-Central Svc County Clerk,Central Services",2018-00000217,Central Name,Central Name 2,NEMO-Q - Maintenance on Computerized Queuing System for DMV ,2018-04-24 00:00:00,2021-04-23 00:00:00,5388.3100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-011,Central Name,Central Name 2,Chemung - Guide Rail,2018-05-01 00:00:00,2019-04-30 00:00:00,0.2643
"8020-DSS Services Planning,DSS Services",2018-00000301,Central Name,Central Name 2,HR Maritime Museum - HV Film Network Event,2018-05-01 00:00:00,2018-05-30 00:00:00,1350.0000
"1450-Contracts Elections (Board of),Contract Management",2018-00000304,Central Name,Central Name 2,REVENUE: Marlboro Central - Polling Site Agreement,2018-05-01 00:00:00,2018-06-30 00:00:00,228.0000
"4010-Health Adm Health,Health Administration",2018-00000210,Central Name,Central Name 2,Westchester Medical Center - Forensic Pathology Services,2018-05-01 00:00:00,2019-04-30 00:00:00,337000.4255
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B17-035A,Central Name,Central Name 2,Title Searches - Updates,2018-05-01 00:00:00,2018-10-31 00:00:00,0.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000313,Central Name,Central Name 2,Weston - Design UC Poor House Memorial Project,2018-05-01 00:00:00,2018-11-30 00:00:00,10200.0000
"6772-DSS Services Office for the Aging,DSS Services",2018-00000220,Central Name,Central Name 2,Rosendale Theatre - Administer Events for Seniors,2018-05-01 00:00:00,2019-04-30 00:00:00,9800.0200
"6010-DSS Admin DSS,DSS Administration",2017-00000591,Central Name,Central Name 2,Gateway - Food Stamp Employment & Training Program,2018-05-01 00:00:00,2018-12-31 00:00:00,34224.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000282,Central Name,Central Name 2,REVENUE: Sullivan County Soil - Frost Valley S Turn,2018-05-01 00:00:00,2020-04-30 00:00:00,500000.0000
"3140-Jail Probation,Corrections",2018-00000207,Central Name,Central Name 2,REVENUE: NYS DOH - Enough is Enough Program (Rape Crisis),2018-05-01 00:00:00,2021-04-30 00:00:00,183672.0000
"4010-Patient Serv Health,Patient Services",2018-00000315,Central Name,Central Name 2,Stericycle - Medical Waste Pickup & Transport UCDOH ,2018-05-01 00:00:00,2019-04-30 00:00:00,360.0700
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000232,Central Name,Central Name 2,Nicky Diggs Excavation - Slope Stabilization Ohayo Mtn Rd ,2018-05-01 00:00:00,2019-05-31 00:00:00,352453.5200
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B16-022A,Central Name,Central Name 2,Dowser - Bottled Water ,2018-05-01 00:00:00,2020-04-30 00:00:00,5425.0000
"1420-Central Svc County Attorney,Central Services",2018-00000296,Central Name,Central Name 2,Title Services - Title Services for Midtown Linear Park,2018-05-01 00:00:00,2020-06-30 00:00:00,49000.0000
"8090-OBS Environment,Office of Business Services",2018-00000554,Central Name,Central Name 2,REVENUE: NYS DEC - Zero Emission Vehicle (ZEV) Grant,2018-05-01 00:00:00,2020-04-30 00:00:00,27500.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000214,Central Name,Central Name 2,Creighton - Engineering Shoulders  Rt 299  PIN #8051.11,2018-05-01 00:00:00,2021-12-31 00:00:00,749397.8210
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000111,Central Name,Central Name 2,Morpho Trust - Live Scan Harware and Software Maintenance,2018-05-01 00:00:00,2021-04-30 00:00:00,51662.0000
"6010-DSS Admin DSS,DSS Administration",2018-00000154,Central Name,Central Name 2,TheraManager - QuicDoc Clinical Software & E-Prescribe ,2018-05-01 00:00:00,2022-04-30 00:00:00,19127.4000
"8020-DSS Services Planning,DSS Services",2018-00000227,Central Name,Central Name 2,HVEA -  Midtown Linear Park PIN #8761.82 ,2018-05-01 00:00:00,2021-12-31 00:00:00,447218.0600
"1010-ARP Legislature,ARP",2018-00000389,Central Name,Central Name 2,Drescher & Malecki - Audit Financial Statements ,2018-05-01 00:00:00,2022-12-01 00:00:00,260000.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000303,Central Name,Central Name 2,Arace - On the Job Training: Electrician's Helper,2018-05-07 00:00:00,2018-11-02 00:00:00,6300.0000
"6010-DSS Services DSS,DSS Services",2018-00000379,Central Name,Central Name 2,Safe Inc - Shelter for Trafficked Youth (WMS),2018-05-10 00:00:00,2018-12-31 00:00:00,20000.0000
"1430-Contracts Personnel,Contract Management",2018-00000322,Central Name,Central Name 2,Graham - Healthcare Claims Auditing Services,2018-05-11 00:00:00,2019-03-31 00:00:00,24500.0000
